RT_ID,SN_B,STOP_CD_B,SN_E,STOP_CD_E,DIST,LMT_SPD
LAMMA-I,17,USMTM1A,18.0,LIBTM1A,5940.0,60.0
LAMMA-I,18,LIBTM1A,19.0,CORTM1A,6398.0,60.0
LAMMA-I,19,CORTM1A,20.0,GCETM4A,6724.0,60.0
LAMMA-I,20,GCETM4A,21.0,STMTM1A,7046.0,60.0
LAMMA-I,21,STMTM1A,22.0,UTETM1A,7435.0,60.0
LAMMA-I,22,UTETM1A,23.0,VIFTM1A,8136.0,60.0
LAMMA-I,23,VIFTM1A,24.0,DORAD1A,8738.0,60.0
LAMMA-I,24,DORAD1A,25.0,PMITM1A,9252.0,60.0
LAMMA-I,25,PMITM1A,26.0,LANTM1A,9807.0,60.0
LAMMA-I,26,LANTM1A,27.0,LOCER1A,10497.0,60.0
LAMMA-I,27,LOCER1A,28.0,CEVTM1A,10978.0,60.0
LAMMA-I,28,CEVTM1A,29.0,UNATK1A,11637.0,60.0
LAMMA-I,29,UNATK1A,30.0,VVETK1A,11958.0,60.0
LAMMA-I,30,VVETK1A,31.0,AVNCE4A,12512.0,60.0
LAMMA-I,31,AVNCE4A,32.0,MSOCE1A,12805.0,60.0
LAMMA-I,32,MSOCE1A,33.0,PERVE3A,13403.0,60.0
LAMMA-I,33,PERVE3A,34.0,IGLDB3A,13677.0,60.0
LAMMA-I,34,IGLDB3A,35.0,PCACE3A,13965.0,60.0
LAMMA-I,35,PCACE3A,36.0,POLCE3A,14423.0,40.0
LAMMA-I,36,POLCE3A,37.0,ERVCE3A,14747.0,30.0
LAMMA-I,37,ERVCE3A,38.0,ESTAMAP,15100.0,40.0
LAMMA-R,1,ESTAMAP,2.0,MCACE3A,405.0,40.0
LAMMA-R,2,MCACE3A,3.0,C28CE3A,743.0,60.0
LAMMA-R,3,C28CE3A,4.0,LONCE3A,1027.0,60.0
LAMMA-R,4,LONCE3A,5.0,PFACE3A,1306.0,60.0
LAMMA-R,5,PFACE3A,6.0,MEFCE4A,1445.0,60.0
LAMMA-R,6,MEFCE4A,7.0,IJACE3A,1543.0,60.0
LAMMA-R,7,IJACE3A,8.0,AVNCE4A,2325.0,60.0
LAMMA-R,8,AVNCE4A,9.0,VVETK2A,2599.0,60.0
LAMMA-R,9,VVETK2A,10.0,UNATK2A,2919.0,60.0
LAMMA-R,10,UNATK2A,11.0,INAROFA,3367.0,60.0
LAMMA-R,11,INAROFA,12.0,GCVTM4A,3498.0,60.0
LAMMA-R,12,GCVTM4A,13.0,CVANA2A,3639.0,60.0
LAMMA-R,13,CVANA2A,14.0,LOCER2A,4115.0,60.0
LAMMA-R,14,LOCER2A,15.0,LANTM2A,4838.0,60.0
LAMMA-R,15,LANTM2A,16.0,PMITM2A,5360.0,60.0
LAMMA-R,16,PMITM2A,17.0,DORTM2A,5896.0,60.0
LAMMA-R,17,DORTM2A,18.0,VIFTM2A,6477.0,60.0
LAMMA-R,18,VIFTM2A,19.0,UTETM2A,7155.0,60.0
LAMMA-R,19,UTETM2A,20.0,STMTM2A,7545.0,60.0
LAMMA-R,20,STMTM2A,21.0,GCETM4A,7896.0,60.0
LAMMA-R,21,GCETM4A,22.0,CORTM2A,8195.0,60.0
LAMMA-R,22,CORTM2A,23.0,LIBTM2A,8651.0,60.0
LAMMA-R,23,LIBTM2A,24.0,USMTM2A,9036.0,60.0
LAMMA-R,24,USMTM2A,25.0,LIVTM2A,9459.0,60.0
LAMMA-R,25,LIVTM2A,26.0,CMOTM2A,10041.0,60.0
LAMMA-R,26,CMOTM2A,27.0,SMATM2A,10291.0,60.0
LAMMA-R,27,SMATM2A,28.0,PSMTK4A,10642.0,60.0
LAMMA-R,28,PSMTK4A,29.0,ERUTK2A,11300.0,60.0
LAMMA-R,29,ERUTK2A,30.0,PAZTK2A,11720.0,60.0
LAMMA-R,30,PAZTK2A,31.0,MOYTK3A,12000.0,60.0
LAMMA-R,31,MOYTK3A,32.0,SJOTK2A,12400.0,60.0
LAMMA-R,32,SJOTK2A,33.0,ESTAN2A,12905.0,60.0
LAMMA-R,33,ESTAN2A,34.0,SALIDLA,13400.0,40.0
LAMMA-R,34,SALIDLA,35.0,ENTLA2A,13509.0,40.0
LAMMA-R,35,ENTLA2A,36.0,ANDESLA,13945.0,30.0
LAMMA-R,36,ANDESLA,37.0,VERLA3A,14140.0,40.0
LAMMA-R,37,VERLA3A,38.0,LAGLA3A,14280.0,40.0
LAMMA-R,38,LAGLA3A,39.0,CLALA3A,14401.0,40.0
LAMMA-R,39,CLALA3A,40.0,ANALA3A,14669.0,40.0
LAMMA-R,40,ANALA3A,41.0,HUELA3A,14872.0,40.0
LAMMA-R,41,HUELA3A,42.0,CANLA3A,15097.0,40.0
LAMMA-R,42,CANLA3A,43.0,TABLA3A,15361.0,40.0
LARHU,1,ANDESLA,2.0,VERLA3A,195.0,40.0
LARHU,2,VERLA3A,3.0,LAGLA3A,335.0,40.0
LARHU,3,LAGLA3A,4.0,CLALA3A,456.0,40.0
LARHU,4,CLALA3A,5.0,ANALA3A,724.0,40.0
LARHU,5,ANALA3A,6.0,HUELA3A,927.0,40.0
LARHU,6,HUELA3A,7.0,CANLA3A,1152.0,40.0
LARHU,7,CANLA3A,8.0,TABLA3A,1416.0,40.0
LARHU,8,TABLA3A,9.0,SALIDLA,1578.0,40.0
LARHU,9,SALIDLA,10.0,ENTLA2A,1686.0,40.0
LARHU,10,ENTLA2A,11.0,ANDESLA,2122.0,30.0
LIKAL-I,1,ESTASLB,2.0,STMSL1A,356.0,40.0
LIKAL-I,2,STMSL1A,3.0,GUASL1A,752.0,40.0
LIKAL-I,3,GUASL1A,4.0,C10SL1A,862.0,40.0
LIKAL-I,4,C10SL1A,5.0,ET4SL1A,1058.0,30.0
LIKAL-I,5,ET4SL1A,6.0,ESCSL1A,1333.0,30.0
LIKAL-I,6,ESCSL1A,7.0,ETAP11A,1632.0,40.0
LIKAL-I,7,ETAP11A,8.0,CRUSTAA,2005.0,40.0
LIKAL-I,8,CRUSTAA,9.0,ET2SL1A,2195.0,40.0
LIKAL-I,9,ET2SL1A,10.0,ET3SL1A,2583.0,40.0
LIKAL-I,10,ET3SL1A,11.0,ET7SL1A,2873.0,40.0
LIKAL-I,11,ET7SL1A,12.0,ET6LI1A,3103.0,40.0
LIKAL-I,12,ET6LI1A,13.0,CPESL1A,3259.0,40.0
LIKAL-I,13,CPESL1A,14.0,ET5SL1A,3442.0,40.0
LIKAL-I,14,ET5SL1A,15.0,CACSL1A,3727.0,40.0
LIKAL-I,15,CACSL1A,16.0,CAJSL1A,4057.0,30.0
LIKAL-I,16,CAJSL1A,17.0,CSTSL1A,4307.0,30.0
LIKAL-I,17,CSTSL1A,18.0,TVASI4A,4485.0,40.0
LIKAL-I,18,TVASI4A,19.0,PUESI1A,4658.0,40.0
LIKAL-I,19,PUESI1A,20.0,VALSI1A,4861.0,40.0
LIKAL-I,20,VALSI1A,21.0,SANSI1A,5274.0,40.0
LIKAL-I,21,SANSI1A,22.0,CRUTK1A,5934.0,60.0
LIKAL-I,22,CRUTK1A,23.0,PMACN4A,6505.0,60.0
LIKAL-I,23,PMACN4A,24.0,OJOAG1A,6907.0,60.0
LIKAL-I,24,OJOAG1A,25.0,IBVTK1A,7357.0,60.0
LIKAL-I,25,IBVTK1A,26.0,ESTAN1D,7698.0,60.0
LIKAL-I,26,ESTAN1D,27.0,SJOTK1A,8304.0,60.0
LIKAL-I,27,SJOTK1A,28.0,RODTK1A,8610.0,60.0
LIKAL-I,28,RODTK1A,29.0,PAZTK1A,8982.0,60.0
LIKAL-I,29,PAZTK1A,30.0,ERUTK1A,9203.0,60.0
LIKAL-I,30,ERUTK1A,31.0,PSMTK4A,9862.0,60.0
LIKAL-I,31,PSMTK4A,32.0,MASMITA,10039.0,60.0
LIKAL-I,32,MASMITA,33.0,C81TK1A,10694.0,60.0
LIKAL-I,33,C81TK1A,34.0,ESPNU1A,10999.0,60.0
LIKAL-I,34,ESPNU1A,35.0,ES12O1A,11940.0,60.0
LIKAL-I,35,ES12O1A,36.0,ASBTK4A,12001.0,60.0
LIKAL-I,36,ASBTK4A,37.0,EBOTK1A,12425.0,60.0
LIKAL-I,37,EBOTK1A,38.0,ESTIG1A,13080.0,60.0
LIKAL-I,38,ESTIG1A,39.0,INGEN1A,13380.0,60.0
LIKAL-I,39,INGEN1A,40.0,BETAN1A,13793.0,60.0
LIKAL-I,40,BETAN1A,41.0,C64TK1A,14064.0,60.0
LIKAL-I,41,C64TK1A,42.0,LPAVA1A,14955.0,60.0
LIKAL-I,42,LPAVA1A,43.0,GCVTM4A,15557.0,60.0
LIKAL-I,43,GCVTM4A,44.0,UNATK1A,16122.0,60.0
LIKAL-I,44,UNATK1A,45.0,VVETK1A,16443.0,60.0
LIKAL-I,45,VVETK1A,46.0,AVNCE4A,16997.0,60.0
LIKAL-I,46,AVNCE4A,47.0,MSOCE1A,17290.0,60.0
LIKAL-I,47,MSOCE1A,48.0,PERVE3A,17888.0,60.0
LIKAL-I,48,PERVE3A,49.0,IGLDB3A,18162.0,60.0
LIKAL-I,49,IGLDB3A,50.0,PCACE3A,18450.0,60.0
LIKAL-I,50,PCACE3A,51.0,CAMCE3A,19090.0,60.0
LIKAL-I,51,CAMCE3A,52.0,MOGCE4A,19149.0,60.0
LIKAL-I,52,MOGCE4A,53.0,ABACE1A,19891.0,60.0
LIKAL-I,53,ABACE1A,54.0,PNACE1A,20456.0,40.0
LIKAL-I,54,PNACE1A,55.0,ALBROCC,22974.0,40.0
LIKAL-R,1,ALBROCC,2.0,PNACE2A,3154.0,40.0
LIKAL-R,2,PNACE2A,3.0,ABACE2A,3471.0,40.0
LIKAL-R,3,ABACE2A,4.0,MOGCE4A,4464.0,60.0
LIKAL-R,4,MOGCE4A,5.0,ESTAMAM,5502.0,40.0
LIKAL-R,5,ESTAMAM,6.0,MCACE3A,5907.0,40.0
LIKAL-R,6,MCACE3A,7.0,C28CE3A,6245.0,60.0
LIKAL-R,7,C28CE3A,8.0,LONCE3A,6529.0,60.0
LIKAL-R,8,LONCE3A,9.0,PFACE3A,6808.0,60.0
LIKAL-R,9,PFACE3A,10.0,MEFCE4A,6947.0,60.0
LIKAL-R,10,MEFCE4A,11.0,IJACE3A,7045.0,60.0
LIKAL-R,11,IJACE3A,12.0,AVNCE4A,7827.0,60.0
LIKAL-R,12,AVNCE4A,13.0,VVETK2A,8101.0,60.0
LIKAL-R,13,VVETK2A,14.0,UNATK2A,8421.0,60.0
LIKAL-R,14,UNATK2A,15.0,GCVTM4A,8957.0,60.0
LIKAL-R,15,GCVTM4A,16.0,LPAVA2A,9600.0,60.0
LIKAL-R,16,LPAVA2A,17.0,C64TK2A,10510.0,60.0
LIKAL-R,17,C64TK2A,18.0,BETTK2A,10780.0,60.0
LIKAL-R,18,BETTK2A,19.0,INGEN2A,11190.0,60.0
LIKAL-R,19,INGEN2A,20.0,ESTIG2A,11691.0,60.0
LIKAL-R,20,ESTIG2A,21.0,EBOTK2A,12200.0,60.0
LIKAL-R,21,EBOTK2A,22.0,ASBTK4A,12522.0,60.0
LIKAL-R,22,ASBTK4A,23.0,ES12O2A,12623.0,60.0
LIKAL-R,23,ES12O2A,24.0,CPATK2A,12967.0,60.0
LIKAL-R,24,CPATK2A,25.0,ESPNU2A,13510.0,60.0
LIKAL-R,25,ESPNU2A,26.0,C81TK2A,13724.0,60.0
LIKAL-R,26,C81TK2A,27.0,GESTATA,14372.0,60.0
LIKAL-R,27,GESTATA,28.0,PSMTK4A,14618.0,60.0
LIKAL-R,28,PSMTK4A,29.0,ERUTK2A,15276.0,60.0
LIKAL-R,29,ERUTK2A,30.0,PAZTK2A,15696.0,60.0
LIKAL-R,30,PAZTK2A,31.0,MOYTK3A,15976.0,60.0
LIKAL-R,31,MOYTK3A,32.0,SJOTK2A,16376.0,60.0
LIKAL-R,32,SJOTK2A,33.0,ESTAN2E,16881.0,60.0
LIKAL-R,33,ESTAN2E,34.0,IBVTK2A,17355.0,60.0
LIKAL-R,34,IBVTK2A,35.0,OJOAG2A,17650.0,60.0
LIKAL-R,35,OJOAG2A,36.0,PMACN4A,18036.0,60.0
LIKAL-R,36,PMACN4A,37.0,ETITK3A,18435.0,40.0
LIKAL-R,37,ETITK3A,38.0,SANSI2A,18806.0,40.0
LIKAL-R,38,SANSI2A,39.0,VALSI2A,19215.0,40.0
LIKAL-R,39,VALSI2A,40.0,PUESI2A,19424.0,40.0
LIKAL-R,40,PUESI2A,41.0,TVASI4A,19574.0,40.0
LIKAL-R,41,TVASI4A,42.0,CSTSL2A,19758.0,40.0
LIKAL-R,42,CSTSL2A,43.0,CAJSL2A,20064.0,40.0
LIKAL-R,43,CAJSL2A,44.0,CACSL2A,20345.0,40.0
LIKAL-R,44,CACSL2A,45.0,LI5SL1A,20664.0,40.0
LIKAL-R,45,LI5SL1A,46.0,CPESL2A,20840.0,40.0
LIKAL-R,46,CPESL2A,47.0,ET6LI2A,21028.0,40.0
LIKAL-R,47,ET6LI2A,48.0,ET7SL2A,21224.0,40.0
LIKAL-R,48,ET7SL2A,49.0,ET3SL2A,21516.0,40.0
LIKAL-R,49,ET3SL2A,50.0,ET2SL2A,21904.0,40.0
LIKAL-R,50,ET2SL2A,51.0,CRUSL2A,22170.0,40.0
LIKAL-R,51,CRUSL2A,52.0,ET1SL2A,22454.0,30.0
LIKAL-R,52,ET1SL2A,53.0,ESCSL2A,22753.0,30.0
LIKAL-R,53,ESCSL2A,54.0,ET4SL2A,23038.0,40.0
LIKAL-R,54,ET4SL2A,55.0,C10SL2A,23201.0,40.0
LIKAL-R,55,C10SL2A,56.0,GUASL2A,23346.0,40.0
LIKAL-R,56,GUASL2A,57.0,STMSL2A,23744.0,30.0
LIKAL-R,57,STMSL2A,58.0,SANTA2A,24104.0,40.0
LIMAL-I,1,ESTASLB,2.0,STMSL1A,356.0,40.0
LIMAL-I,2,STMSL1A,3.0,GUASL1A,752.0,40.0
LIMAL-I,3,GUASL1A,4.0,C10SL1A,862.0,40.0
LIMAL-I,4,C10SL1A,5.0,ET4SL1A,1058.0,30.0
LIMAL-I,5,ET4SL1A,6.0,ESCSL1A,1333.0,30.0
LIMAL-I,6,ESCSL1A,7.0,ETAP11A,1632.0,40.0
LIMAL-I,7,ETAP11A,8.0,CRUSTAA,2005.0,40.0
LIMAL-I,8,CRUSTAA,9.0,ET2SL1A,2195.0,40.0
LIMAL-I,9,ET2SL1A,10.0,ET3SL1A,2583.0,40.0
LIMAL-I,10,ET3SL1A,11.0,ET7SL1A,2873.0,40.0
LIMAL-I,11,ET7SL1A,12.0,ET6LI1A,3103.0,40.0
LIMAL-I,12,ET6LI1A,13.0,CPESL1A,3259.0,40.0
LIMAL-I,13,CPESL1A,14.0,ET5SL1A,3442.0,40.0
LIMAL-I,14,ET5SL1A,15.0,CACSL1A,3727.0,40.0
LIMAL-I,15,CACSL1A,16.0,CAJSL1A,4057.0,30.0
LIMAL-I,16,CAJSL1A,17.0,CSTSL1A,4307.0,30.0
LIMAL-I,17,CSTSL1A,18.0,TVASI4A,4485.0,40.0
LIMAL-I,18,TVASI4A,19.0,PUESI1A,4658.0,40.0
LIMAL-I,19,PUESI1A,20.0,VALSI1A,4861.0,40.0
LIMAL-I,20,VALSI1A,21.0,SANSI1A,5274.0,40.0
LIMAL-I,21,SANSI1A,22.0,CRUTK1A,5934.0,60.0
LIMAL-I,22,CRUTK1A,23.0,PMACN4A,6505.0,60.0
LIMAL-I,23,PMACN4A,24.0,OJOAG1A,6907.0,60.0
LIMAL-I,24,OJOAG1A,25.0,IBVTK1A,7357.0,60.0
LIMAL-I,25,IBVTK1A,26.0,ESTAN1B,7698.0,60.0
LIMAL-I,26,ESTAN1B,27.0,SJOTK1A,8304.0,60.0
LIMAL-I,27,SJOTK1A,28.0,RODTK1A,8610.0,60.0
LIMAL-I,28,RODTK1A,29.0,PAZTK1A,8982.0,60.0
LIMAL-I,29,PAZTK1A,30.0,ERUTK1A,9203.0,60.0
LIMAL-I,30,ERUTK1A,31.0,SMATM1A,10125.0,60.0
LIMAL-I,31,SMATM1A,32.0,CMOTM1A,10598.0,60.0
LIMAL-I,32,CMOTM1A,33.0,LIVTM1A,11117.0,60.0
LIMAL-I,33,LIVTM1A,34.0,USMTM1A,11554.0,60.0
LIMAL-I,34,USMTM1A,35.0,LIBTM1A,11869.0,60.0
LIMAL-I,35,LIBTM1A,36.0,CORTM1A,12327.0,60.0
LIMAL-I,36,CORTM1A,37.0,GCETM4A,12653.0,60.0
LIMAL-I,37,GCETM4A,38.0,STMTM1A,12975.0,60.0
LIMAL-I,38,STMTM1A,39.0,UTETM1A,13364.0,60.0
LIMAL-I,39,UTETM1A,40.0,VIFTM1A,14065.0,60.0
LIMAL-I,40,VIFTM1A,41.0,DORAD1A,14667.0,60.0
LIMAL-I,41,DORAD1A,42.0,PMITM1A,15181.0,60.0
LIMAL-I,42,PMITM1A,43.0,LANTM1A,15736.0,60.0
LIMAL-I,43,LANTM1A,44.0,LOCER1A,16426.0,60.0
LIMAL-I,44,LOCER1A,45.0,CEVTM1A,16907.0,60.0
LIMAL-I,45,CEVTM1A,46.0,UNATK1A,17566.0,60.0
LIMAL-I,46,UNATK1A,47.0,VVETK1A,17887.0,60.0
LIMAL-I,47,VVETK1A,48.0,AVNCE4A,18441.0,60.0
LIMAL-I,48,AVNCE4A,49.0,MSOCE1A,18734.0,60.0
LIMAL-I,49,MSOCE1A,50.0,PERVE3A,19332.0,60.0
LIMAL-I,50,PERVE3A,51.0,IGLDB3A,19606.0,60.0
LIMAL-I,51,IGLDB3A,52.0,PCACE3A,19894.0,60.0
LIMAL-I,52,PCACE3A,53.0,CAMCE3A,20534.0,60.0
LIMAL-I,53,CAMCE3A,54.0,MOGCE4A,20593.0,60.0
LIMAL-I,54,MOGCE4A,55.0,ABACE1A,21335.0,60.0
LIMAL-I,55,ABACE1A,56.0,PNACE1A,21900.0,40.0
LIMAL-I,56,PNACE1A,57.0,ALBROCC,24418.0,40.0
LIMAL-R,1,ALBROCC,2.0,PNACE2A,3154.0,40.0
LIMAL-R,2,PNACE2A,3.0,ABACE2A,3471.0,40.0
LIMAL-R,3,ABACE2A,4.0,MOGCE4A,4464.0,60.0
LIMAL-R,4,MOGCE4A,5.0,ESTAMAP,5502.0,40.0
LIMAL-R,5,ESTAMAP,6.0,MCACE3A,5907.0,40.0
LIMAL-R,6,MCACE3A,7.0,C28CE3A,6245.0,60.0
LIMAL-R,7,C28CE3A,8.0,LONCE3A,6529.0,60.0
LIMAL-R,8,LONCE3A,9.0,PFACE3A,6808.0,60.0
LIMAL-R,9,PFACE3A,10.0,MEFCE4A,6947.0,60.0
LIMAL-R,10,MEFCE4A,11.0,IJACE3A,7045.0,60.0
LIMAL-R,11,IJACE3A,12.0,AVNCE4A,7827.0,60.0
LIMAL-R,12,AVNCE4A,13.0,VVETK2A,8101.0,60.0
LIMAL-R,13,VVETK2A,14.0,UNATK2A,8421.0,60.0
LIMAL-R,14,UNATK2A,15.0,INAROFA,8869.0,60.0
LIMAL-R,15,INAROFA,16.0,GCVTM4A,9000.0,60.0
LIMAL-R,16,GCVTM4A,17.0,CVANA2A,9141.0,60.0
LIMAL-R,17,CVANA2A,18.0,LOCER2A,9617.0,60.0
LIMAL-R,18,LOCER2A,19.0,LANTM2A,10340.0,60.0
LIMAL-R,19,LANTM2A,20.0,PMITM2A,10862.0,60.0
LIMAL-R,20,PMITM2A,21.0,DORTM2A,11398.0,60.0
LIMAL-R,21,DORTM2A,22.0,VIFTM2A,11979.0,60.0
LIMAL-R,22,VIFTM2A,23.0,UTETM2A,12657.0,60.0
LIMAL-R,23,UTETM2A,24.0,STMTM2A,13047.0,60.0
LIMAL-R,24,STMTM2A,25.0,GCETM4A,13398.0,60.0
LIMAL-R,25,GCETM4A,26.0,CORTM2A,13697.0,60.0
LIMAL-R,26,CORTM2A,27.0,LIBTM2A,14153.0,60.0
LIMAL-R,27,LIBTM2A,28.0,USMTM2A,14538.0,60.0
LIMAL-R,28,USMTM2A,29.0,LIVTM2A,14961.0,60.0
LIMAL-R,29,LIVTM2A,30.0,CMOTM2A,15543.0,60.0
LIMAL-R,30,CMOTM2A,31.0,SMATM2A,15793.0,60.0
LIMAL-R,31,SMATM2A,32.0,PSMTK4A,16144.0,60.0
LIMAL-R,32,PSMTK4A,33.0,ERUTK2A,16802.0,60.0
LIMAL-R,33,ERUTK2A,34.0,PAZTK2A,17222.0,60.0
LIMAL-R,34,PAZTK2A,35.0,MOYTK3A,17502.0,60.0
LIMAL-R,35,MOYTK3A,36.0,SJOTK2A,17902.0,60.0
LIMAL-R,36,SJOTK2A,37.0,ESTAN2E,18407.0,60.0
LIMAL-R,37,ESTAN2E,38.0,IBVTK2A,18881.0,60.0
LIMAL-R,38,IBVTK2A,39.0,OJOAG2A,19176.0,60.0
LIMAL-R,39,OJOAG2A,40.0,PMACN4A,19562.0,60.0
LIMAL-R,40,PMACN4A,41.0,ETITK3A,19961.0,40.0
LIMAL-R,41,ETITK3A,42.0,SANSI2A,20332.0,40.0
LIMAL-R,42,SANSI2A,43.0,VALSI2A,20741.0,40.0
LIMAL-R,43,VALSI2A,44.0,PUESI2A,20950.0,40.0
LIMAL-R,44,PUESI2A,45.0,TVASI4A,21100.0,40.0
LIMAL-R,45,TVASI4A,46.0,CSTSL2A,21284.0,40.0
LIMAL-R,46,CSTSL2A,47.0,CAJSL2A,21590.0,40.0
LIMAL-R,47,CAJSL2A,48.0,CACSL2A,21871.0,40.0
LIMAL-R,48,CACSL2A,49.0,LI5SL1A,22190.0,40.0
LIMAL-R,49,LI5SL1A,50.0,CPESL2A,22366.0,40.0
LIMAL-R,50,CPESL2A,51.0,ET6LI2A,22554.0,40.0
LIMAL-R,51,ET6LI2A,52.0,ET7SL2A,22750.0,40.0
LIMAL-R,52,ET7SL2A,53.0,ET3SL2A,23042.0,40.0
LIMAL-R,53,ET3SL2A,54.0,ET2SL2A,23430.0,40.0
LIMAL-R,54,ET2SL2A,55.0,CRUSL2A,23696.0,40.0
LIMAL-R,55,CRUSL2A,56.0,ET1SL2A,23980.0,30.0
LIMAL-R,56,ET1SL2A,57.0,ESCSL2A,24279.0,30.0
LIMAL-R,57,ESCSL2A,58.0,ET4SL2A,24564.0,40.0
LIMAL-R,58,ET4SL2A,59.0,C10SL2A,24727.0,40.0
LIMAL-R,59,C10SL2A,60.0,GUASL2A,24872.0,40.0
LIMAL-R,60,GUASL2A,61.0,STMSL2A,25270.0,30.0
LIMAL-R,61,STMSL2A,62.0,SANTA2A,25630.0,40.0
LIMMA-I,1,ESTASLB,2.0,STMSL1A,356.0,40.0
LIMMA-I,2,STMSL1A,3.0,GUASL1A,752.0,40.0
LIMMA-I,3,GUASL1A,4.0,C10SL1A,862.0,40.0
LIMMA-I,4,C10SL1A,5.0,ET4SL1A,1058.0,30.0
LIMMA-I,5,ET4SL1A,6.0,ESCSL1A,1333.0,30.0
LIMMA-I,6,ESCSL1A,7.0,ETAP11A,1632.0,40.0
LIMMA-I,7,ETAP11A,8.0,CRUSTAA,2005.0,40.0
LIMMA-I,8,CRUSTAA,9.0,ET2SL1A,2195.0,40.0
LIMMA-I,9,ET2SL1A,10.0,ET3SL1A,2583.0,40.0
LIMMA-I,10,ET3SL1A,11.0,ET7SL1A,2873.0,40.0
LIMMA-I,11,ET7SL1A,12.0,ET6LI1A,3103.0,40.0
LIMMA-I,12,ET6LI1A,13.0,CPESL1A,3259.0,40.0
LIMMA-I,13,CPESL1A,14.0,ET5SL1A,3442.0,40.0
LIMMA-I,14,ET5SL1A,15.0,CACSL1A,3727.0,40.0
LIMMA-I,15,CACSL1A,16.0,CAJSL1A,4057.0,30.0
LIMMA-I,16,CAJSL1A,17.0,CSTSL1A,4307.0,30.0
LIMMA-I,17,CSTSL1A,18.0,TVASI4A,4485.0,40.0
LIMMA-I,18,TVASI4A,19.0,PUESI1A,4658.0,40.0
LIMMA-I,19,PUESI1A,20.0,VALSI1A,4861.0,40.0
LIMMA-I,20,VALSI1A,21.0,SANSI1A,5274.0,40.0
LIMMA-I,21,SANSI1A,22.0,CRUTK1A,5934.0,60.0
LIMMA-I,22,CRUTK1A,23.0,PMACN4A,6505.0,60.0
LIMMA-I,23,PMACN4A,24.0,OJOAG1A,6907.0,60.0
LIMMA-I,24,OJOAG1A,25.0,IBVTK1A,7357.0,60.0
LIMMA-I,25,IBVTK1A,26.0,ESTAN1B,7698.0,60.0
LIMMA-I,26,ESTAN1B,27.0,SJOTK1A,8304.0,60.0
LIMMA-I,27,SJOTK1A,28.0,RODTK1A,8610.0,60.0
LIMMA-I,28,RODTK1A,29.0,PAZTK1A,8982.0,60.0
LIMMA-I,29,PAZTK1A,30.0,ERUTK1A,9203.0,60.0
LIMMA-I,30,ERUTK1A,31.0,SMATM1A,10125.0,60.0
LIMMA-I,31,SMATM1A,32.0,CMOTM1A,10598.0,60.0
LIMMA-I,32,CMOTM1A,33.0,LIVTM1A,11117.0,60.0
LIMMA-I,33,LIVTM1A,34.0,USMTM1A,11554.0,60.0
LIMMA-I,34,USMTM1A,35.0,LIBTM1A,11869.0,60.0
LIMMA-I,35,LIBTM1A,36.0,CORTM1A,12327.0,60.0
LIMMA-I,36,CORTM1A,37.0,GCETM4A,12653.0,60.0
LIMMA-I,37,GCETM4A,38.0,STMTM1A,12975.0,60.0
LIMMA-I,38,STMTM1A,39.0,UTETM1A,13364.0,60.0
LIMMA-I,39,UTETM1A,40.0,VIFTM1A,14065.0,60.0
LIMMA-I,40,VIFTM1A,41.0,DORAD1A,14667.0,60.0
LIMMA-I,41,DORAD1A,42.0,PMITM1A,15181.0,60.0
LIMMA-I,42,PMITM1A,43.0,LANTM1A,15736.0,60.0
LIMMA-I,43,LANTM1A,44.0,LOCER1A,16426.0,60.0
LIMMA-I,44,LOCER1A,45.0,CEVTM1A,16907.0,60.0
LIMMA-I,45,CEVTM1A,46.0,UNATK1A,17566.0,60.0
LIMMA-I,46,UNATK1A,47.0,VVETK1A,17887.0,60.0
LIMMA-I,47,VVETK1A,48.0,AVNCE4A,18441.0,60.0
LIMMA-I,48,AVNCE4A,49.0,MSOCE1A,18734.0,60.0
LIMMA-I,49,MSOCE1A,50.0,PERVE3A,19332.0,60.0
LIMMA-I,50,PERVE3A,51.0,IGLDB3A,19606.0,60.0
LIMMA-I,51,IGLDB3A,52.0,PCACE3A,19894.0,60.0
LIMMA-I,52,PCACE3A,53.0,POLCE3A,20352.0,40.0
LIMMA-I,53,POLCE3A,54.0,ERVCE3A,20676.0,30.0
LIMMA-I,54,ERVCE3A,55.0,ESTAMAP,21029.0,40.0
LIMMA-R,1,ESTAMAP,2.0,MCACE3A,405.0,40.0
LIMMA-R,2,MCACE3A,3.0,C28CE3A,743.0,60.0
LIMMA-R,3,C28CE3A,4.0,LONCE3A,1027.0,60.0
LIMMA-R,4,LONCE3A,5.0,PFACE3A,1306.0,60.0
LIMMA-R,5,PFACE3A,6.0,MEFCE4A,1445.0,60.0
LIMMA-R,6,MEFCE4A,7.0,IJACE3A,1543.0,60.0
LIMMA-R,7,IJACE3A,8.0,AVNCE4A,2325.0,60.0
LIMMA-R,8,AVNCE4A,9.0,VVETK2A,2599.0,60.0
LIMMA-R,9,VVETK2A,10.0,UNATK2A,2919.0,60.0
LIMMA-R,10,UNATK2A,11.0,INAROFA,3367.0,60.0
LIMMA-R,11,INAROFA,12.0,GCVTM4A,3498.0,60.0
LIMMA-R,12,GCVTM4A,13.0,CVANA2A,3639.0,60.0
LIMMA-R,13,CVANA2A,14.0,LOCER2A,4115.0,60.0
LIMMA-R,14,LOCER2A,15.0,LANTM2A,4838.0,60.0
