RT_ID,SN_B,STOP_CD_B,SN_E,STOP_CD_E,DIST,LMT_SPD
VTARGE-NA2,5,PAZTK1A,6.0,ERUTK1A,1858.0,60.0
VTARGE-NA2,6,ERUTK1A,7.0,PSMTK4A,2517.0,60.0
VTARGE-NA2,7,PSMTK4A,8.0,MASMITA,2694.0,60.0
VTARGE-NA2,8,MASMITA,9.0,GESTATA,4047.0,60.0
VTARLA-NA2,1,TABLA3A,2.0,SALIDLA,162.0,40.0
VTARLA-NA2,2,SALIDLA,3.0,ENTLA2A,270.0,40.0
VTARLA-NA2,3,ENTLA2A,4.0,ANDESLA,706.0,30.0
VTARMS-NA2,1,TABLA3A,2.0,ESTAN1A,353.0,60.0
VTARMS-NA2,2,ESTAN1A,3.0,SJOTK1A,959.0,60.0
VTARMS-NA2,3,SJOTK1A,4.0,RODTK1A,1265.0,60.0
VTARMS-NA2,4,RODTK1A,5.0,PAZTK1A,1637.0,60.0
VTARMS-NA2,5,PAZTK1A,6.0,ERUTK1A,1858.0,60.0
VTARMS-NA2,6,ERUTK1A,7.0,PSMTK4A,2517.0,60.0
VTARMS-NA2,7,PSMTK4A,8.0,MASMITA,2694.0,60.0
VTAROAC-N2,1,TABLA3A,2.0,ESTAN1A,353.0,60.0
VTAROAE-N2,1,TABLA3A,2.0,ANDINTA,740.0,20.0
VTAROAE-N2,2,ANDINTA,3.0,ESTAN2A,970.0,60.0
VTAROEC-N2,1,TABLA3A,2.0,IBVTK2A,235.0,60.0
VTAROEC-N2,2,IBVTK2A,3.0,OJOAG2A,530.0,60.0
VTAROEC-N2,3,OJOAG2A,4.0,PMACN4A,916.0,60.0
VTAROEC-N2,4,PMACN4A,5.0,ETITK3A,1315.0,40.0
VTAROEC-N2,5,ETITK3A,6.0,CSITK2A,1523.0,60.0
VTAROEC-N2,6,CSITK2A,7.0,MILTK2A,2501.0,60.0
VTAROEC-N2,7,MILTK2A,8.0,CHITK2A,3185.0,60.0
VTAROEC-N2,8,CHITK2A,9.0,CELTK2A,3463.0,60.0
VTAROEC-N2,9,CELTK2A,10.0,ZAITK2A,3776.0,60.0
VTAROEC-N2,10,ZAITK2A,11.0,ULATK2A,4016.0,60.0
VTAROEC-N2,11,ULATK2A,12.0,ROCTK2A,4444.0,60.0
VTAROEC-N2,12,ROCTK2A,13.0,PALTK2A,4712.0,60.0
VTAROEC-N2,13,PALTK2A,14.0,LAJTK2A,5175.0,60.0
VTAROEC-N2,14,LAJTK2A,15.0,GONTK2A,5939.0,60.0
VTAROEC-N2,15,GONTK2A,16.0,EBETK2A,6477.0,60.0
VTAROEC-N2,16,EBETK2A,17.0,FLOTK2A,7070.0,60.0
VTAROEC-N2,17,FLOTK2A,18.0,CABTK2A,7681.0,60.0
VTAROEC-N2,18,CABTK2A,19.0,ESTACAA,8004.0,40.0
VTAROGE-N2,1,TABLA3A,2.0,ESTAN1A,353.0,60.0
VTAROGE-N2,2,ESTAN1A,3.0,SJOTK1A,959.0,60.0
VTAROGE-N2,3,SJOTK1A,4.0,RODTK1A,1265.0,60.0
VTAROGE-N2,4,RODTK1A,5.0,PAZTK1A,1637.0,60.0
VTAROGE-N2,5,PAZTK1A,6.0,ERUTK1A,1858.0,60.0
VTAROGE-N2,6,ERUTK1A,7.0,PSMTK4A,2517.0,60.0
VTAROGE-N2,7,PSMTK4A,8.0,MASMITA,2694.0,60.0
VTAROGE-N2,8,MASMITA,9.0,GESTATA,4047.0,60.0
VTAROLA-N2,1,TABLA3A,2.0,SALIDLA,162.0,40.0
VTAROLA-N2,2,SALIDLA,3.0,ENTLA2A,270.0,40.0
VTAROLA-N2,3,ENTLA2A,4.0,ANDESLA,706.0,30.0
VTAROMS-N2,1,TABLA3A,2.0,ESTAN1A,353.0,60.0
VTAROMS-N2,2,ESTAN1A,3.0,SJOTK1A,959.0,60.0
VTAROMS-N2,3,SJOTK1A,4.0,RODTK1A,1265.0,60.0
VTAROMS-N2,4,RODTK1A,5.0,PAZTK1A,1637.0,60.0
VTAROMS-N2,5,PAZTK1A,6.0,ERUTK1A,1858.0,60.0
VTAROMS-N2,6,ERUTK1A,7.0,PSMTK4A,2517.0,60.0
VTAROMS-N2,7,PSMTK4A,8.0,MASMITA,2694.0,60.0
VTAROPB-N2,1,TABLA3A,2.0,IBVTK2A,235.0,60.0
VTAROPB-N2,2,IBVTK2A,3.0,OJOAG2A,530.0,60.0
VTAROPB-N2,3,OJOAG2A,4.0,ETITK3A,1326.0,40.0
VTAROPB-N2,4,ETITK3A,5.0,CSITK2A,1534.0,60.0
VTAROPB-N2,5,CSITK2A,6.0,MILTK2A,2512.0,60.0
VTAROPB-N2,6,MILTK2A,7.0,CHITK2A,3196.0,60.0
VTAROPB-N2,7,CHITK2A,8.0,CELTK2A,3474.0,60.0
VTAROPB-N2,8,CELTK2A,9.0,ZAITK2A,3787.0,60.0
VTAROPB-N2,9,ZAITK2A,10.0,ULATK2A,4027.0,60.0
VTAROPB-N2,10,ULATK2A,11.0,ROCTK2A,4455.0,60.0
VTAROPB-N2,11,ROCTK2A,12.0,PALTK2A,4723.0,60.0
VTAROPB-N2,12,PALTK2A,13.0,LAJTK2A,5186.0,60.0
VTAROPB-N2,13,LAJTK2A,14.0,GONTK2A,5950.0,60.0
VTAROPB-N2,14,GONTK2A,15.0,EBETK2A,6488.0,60.0
VTAROPB-N2,15,EBETK2A,16.0,FLOTK2A,7081.0,60.0
VTAROPB-N2,16,FLOTK2A,17.0,CABTK2A,7692.0,60.0
VTAROPB-N2,17,CABTK2A,18.0,PACAB  ,8085.0,40.0
VTAROPF-N2,1,TABLA3A,2.0,ESTAN1A,353.0,60.0
VTAROPF-N2,2,ESTAN1A,3.0,SJOTK1A,959.0,60.0
VTAROPF-N2,3,SJOTK1A,4.0,RODTK1A,1265.0,60.0
VTAROPF-N2,4,RODTK1A,5.0,PAZTK1A,1637.0,60.0
VTAROPF-N2,5,PAZTK1A,6.0,ERUTK1A,1858.0,60.0
VTAROPF-N2,6,ERUTK1A,7.0,COLTM2A,3003.0,60.0
VTAROPF-N2,7,COLTM2A,8.0,SHETM2A,3622.0,60.0
VTAROPF-N2,8,SHETM2A,9.0,ROOTM2A,4230.0,40.0
VTAROPF-N2,9,ROOTM2A,10.0,VGAVR1A,4810.0,60.0
VTAROPF-N2,10,VGAVR1A,11.0,BALBO2A,5419.0,60.0
VTAROPF-N2,11,BALBO2A,12.0,PBAVE1A,6261.0,40.0
VTAROPO-N2,1,TABLA3A,2.0,IBVTK2A,235.0,60.0
VTAROPO-N2,2,IBVTK2A,3.0,PAOJO  ,949.0,40.0
VTAROPS-N2,1,TABLA3A,2.0,ANDINTA,740.0,20.0
VTAROPS-N2,2,ANDINTA,3.0,VERAN3A,1096.0,40.0
VTAROPS-N2,3,VERAN3A,4.0,VPESA1A,2022.0,30.0
VTAROSB-N2,1,TABLA3A,2.0,IBVTK2A,235.0,60.0
VTAROSB-N2,2,IBVTK2A,3.0,OJOAG2A,530.0,60.0
VTAROSB-N2,3,OJOAG2A,4.0,ETITK3A,1326.0,40.0
VTAROSB-N2,4,ETITK3A,5.0,CSITK2A,1534.0,60.0
VTAROSB-N2,5,CSITK2A,6.0,ESTSI2A,1890.0,60.0
VTAROVE-N2,1,TABLA3A,2.0,ANDINTA,740.0,20.0
VTAROVE-N2,2,ANDINTA,3.0,VERAN3A,1096.0,40.0
VTAROVR-N2,1,TABLA3A,2.0,ESTAN1A,353.0,60.0
VTAROVR-N2,2,ESTAN1A,3.0,SJOTK1A,959.0,60.0
VTAROVR-N2,3,SJOTK1A,4.0,RODTK1A,1265.0,60.0
VTAROVR-N2,4,RODTK1A,5.0,PAZTK1A,1637.0,60.0
VTAROVR-N2,5,PAZTK1A,6.0,ERUTK1A,1858.0,60.0
VTAROVR-N2,6,ERUTK1A,7.0,PSMTK4A,2517.0,60.0
VTAROVR-N2,7,PSMTK4A,8.0,MASMITA,2694.0,60.0
VTAROVR-N2,8,MASMITA,9.0,GESTATA,4047.0,60.0
VTAROVR-N2,9,GESTATA,10.0,VILRICA,4695.0,40.0
VTARPB-NA2,1,TABLA3A,2.0,IBVTK2A,235.0,60.0
VTARPB-NA2,2,IBVTK2A,3.0,OJOAG2A,530.0,60.0
VTARPB-NA2,3,OJOAG2A,4.0,ETITK3A,1326.0,40.0
VTARPB-NA2,4,ETITK3A,5.0,CSITK2A,1534.0,60.0
VTARPB-NA2,5,CSITK2A,6.0,MILTK2A,2512.0,60.0
VTARPB-NA2,6,MILTK2A,7.0,CHITK2A,3196.0,60.0
VTARPB-NA2,7,CHITK2A,8.0,CELTK2A,3474.0,60.0
VTARPB-NA2,8,CELTK2A,9.0,ZAITK2A,3787.0,60.0
VTARPB-NA2,9,ZAITK2A,10.0,ULATK2A,4027.0,60.0
VTARPB-NA2,10,ULATK2A,11.0,ROCTK2A,4455.0,60.0
VTARPB-NA2,11,ROCTK2A,12.0,PALTK2A,4723.0,60.0
VTARPB-NA2,12,PALTK2A,13.0,LAJTK2A,5186.0,60.0
VTARPB-NA2,13,LAJTK2A,14.0,GONTK2A,5950.0,60.0
VTARPB-NA2,14,GONTK2A,15.0,EBETK2A,6488.0,60.0
VTARPB-NA2,15,EBETK2A,16.0,FLOTK2A,7081.0,60.0
VTARPB-NA2,16,FLOTK2A,17.0,CABTK2A,7692.0,60.0
VTARPB-NA2,17,CABTK2A,18.0,PACAB  ,8085.0,40.0
VTARPF-NA2,1,TABLA3A,2.0,ESTAN1A,353.0,60.0
VTARPF-NA2,2,ESTAN1A,3.0,SJOTK1A,959.0,60.0
VTARPF-NA2,3,SJOTK1A,4.0,RODTK1A,1265.0,60.0
VTARPF-NA2,4,RODTK1A,5.0,PAZTK1A,1637.0,60.0
VTARPF-NA2,5,PAZTK1A,6.0,ERUTK1A,1858.0,60.0
VTARPF-NA2,6,ERUTK1A,7.0,COLTM2A,3003.0,60.0
VTARPF-NA2,7,COLTM2A,8.0,SHETM2A,3622.0,60.0
VTARPF-NA2,8,SHETM2A,9.0,ROOTM2A,4230.0,40.0
VTARPF-NA2,9,ROOTM2A,10.0,VGAVR1A,4810.0,60.0
VTARPF-NA2,10,VGAVR1A,11.0,BALBO2A,5419.0,60.0
VTARPF-NA2,11,BALBO2A,12.0,PBAVE1A,6261.0,40.0
VTARPO-NA2,1,TABLA3A,2.0,IBVTK2A,235.0,60.0
VTARPO-NA2,2,IBVTK2A,3.0,PAOJO  ,949.0,40.0
VTARPS-NA2,1,TABLA3A,2.0,ANDINTA,740.0,20.0
VTARPS-NA2,2,ANDINTA,3.0,VERAN3A,1096.0,40.0
VTARPS-NA2,3,VERAN3A,4.0,VPESA1A,2022.0,30.0
VTARSB-NA2,1,TABLA3A,2.0,IBVTK2A,235.0,60.0
VTARSB-NA2,2,IBVTK2A,3.0,OJOAG2A,530.0,60.0
VTARSB-NA2,3,OJOAG2A,4.0,ETITK3A,1326.0,40.0
VTARSB-NA2,4,ETITK3A,5.0,CSITK2A,1534.0,60.0
VTARSB-NA2,5,CSITK2A,6.0,ESTSI2A,1890.0,60.0
VTARVE-NA2,1,TABLA3A,2.0,ANDINTA,740.0,20.0
VTARVE-NA2,2,ANDINTA,3.0,VERAN3A,1096.0,40.0
VTARVR-NA2,1,TABLA3A,2.0,ESTAN1A,353.0,60.0
VTARVR-NA2,2,ESTAN1A,3.0,SJOTK1A,959.0,60.0
VTARVR-NA2,3,SJOTK1A,4.0,RODTK1A,1265.0,60.0
VTARVR-NA2,4,RODTK1A,5.0,PAZTK1A,1637.0,60.0
VTARVR-NA2,5,PAZTK1A,6.0,ERUTK1A,1858.0,60.0
VTARVR-NA2,6,ERUTK1A,7.0,PSMTK4A,2517.0,60.0
VTARVR-NA2,7,PSMTK4A,8.0,MASMITA,2694.0,60.0
VTARVR-NA2,8,MASMITA,9.0,GESTATA,4047.0,60.0
VTARVR-NA2,9,GESTATA,10.0,VILRICA,4695.0,40.0
VTAXAZ-NA2,1,TABLA3A,2.0,IBVTK2A,235.0,60.0
VTAXAZ-NA2,2,IBVTK2A,3.0,OJOAG2A,530.0,60.0
VTAXAZ-NA2,3,OJOAG2A,4.0,PMACN4A,916.0,60.0
VTAXAZ-NA2,4,PMACN4A,5.0,ETITK3A,1315.0,40.0
VTAXAZ-NA2,5,ETITK3A,6.0,CSITK2A,1523.0,60.0
VTAXAZ-NA2,6,CSITK2A,7.0,MILTK2A,2501.0,60.0
VTAXAZ-NA2,7,MILTK2A,8.0,CHITK2A,3185.0,60.0
VTAXAZ-NA2,8,CHITK2A,9.0,CELTK2A,3463.0,60.0
VTAXAZ-NA2,9,CELTK2A,10.0,ZAITK2A,3776.0,60.0
VTAXAZ-NA2,10,ZAITK2A,11.0,ULATK2A,4016.0,60.0
VTAXAZ-NA2,11,ULATK2A,12.0,ROCTK2A,4444.0,60.0
VTAXAZ-NA2,12,ROCTK2A,13.0,PALTK2A,4712.0,60.0
VTAXAZ-NA2,13,PALTK2A,14.0,LAJTK2A,5175.0,60.0
VTAXAZ-NA2,14,LAJTK2A,15.0,GONTK2A,5939.0,60.0
VTAXAZ-NA2,15,GONTK2A,16.0,EBETK2A,6477.0,60.0
VTAXAZ-NA2,16,EBETK2A,17.0,FLOTK2A,7070.0,60.0
VTAXAZ-NA2,17,FLOTK2A,18.0,CABTK2A,7681.0,60.0
VTAXAZ-NA2,18,CABTK2A,19.0,CIUCB2A,8474.0,60.0
VTAXAZ-NA2,19,CIUCB2A,20.0,VCUTK2A,9060.0,60.0
VTAXAZ-NA2,20,VCUTK2A,21.0,ROQTK2A,9387.0,60.0
VTAXAZ-NA2,21,ROQTK2A,22.0,EALCDIA,10019.0,30.0
VTAXBN-NA2,1,TABLA3A,2.0,IBVTK2A,235.0,60.0
VTAXBN-NA2,2,IBVTK2A,3.0,OJOAG2A,530.0,60.0
VTAXBN-NA2,3,OJOAG2A,4.0,PMACN4A,916.0,60.0
VTAXBN-NA2,4,PMACN4A,5.0,ETITK3A,1315.0,40.0
VTAXBN-NA2,5,ETITK3A,6.0,CSITK2A,1523.0,60.0
VTAXBN-NA2,6,CSITK2A,7.0,MILTK2A,2501.0,60.0
VTAXBN-NA2,7,MILTK2A,8.0,CHITK2A,3185.0,60.0
VTAXBN-NA2,8,CHITK2A,9.0,CELTK2A,3463.0,60.0
VTAXBN-NA2,9,CELTK2A,10.0,ZAITK2A,3776.0,60.0
VTAXBN-NA2,10,ZAITK2A,11.0,ULATK2A,4016.0,60.0
VTAXBN-NA2,11,ULATK2A,12.0,ROCTK2A,4444.0,60.0
VTAXBN-NA2,12,ROCTK2A,13.0,PALTK2A,4712.0,60.0
VTAXBN-NA2,13,PALTK2A,14.0,LAJTK2A,5175.0,60.0
VTAXBN-NA2,14,LAJTK2A,15.0,GONTK2A,5939.0,60.0
VTAXBN-NA2,15,GONTK2A,16.0,EBETK2A,6477.0,60.0
VTAXBN-NA2,16,EBETK2A,17.0,FLOTK2A,7070.0,60.0
VTAXBN-NA2,17,FLOTK2A,18.0,CABTK2A,7681.0,60.0
VTAXBN-NA2,18,CABTK2A,19.0,CIUCB2A,8474.0,60.0
VTAXBN-NA2,19,CIUCB2A,20.0,VCUTK2A,9060.0,60.0
VTAXBN-NA2,20,VCUTK2A,21.0,ROQTK2A,9387.0,60.0
VTAXBN-NA2,21,ROQTK2A,22.0,ADITK2A,9924.0,60.0
VTAXBN-NA2,22,ADITK2A,23.0,VGRTK2A,10826.0,60.0
VTAXBN-NA2,23,VGRTK2A,24.0,BALTK2A,11348.0,60.0
VTAXBN-NA2,24,BALTK2A,25.0,PANTK2A,11891.0,60.0
VTAXBN-NA2,25,PANTK2A,26.0,NVATK2A,12385.0,60.0
VTAXBN-NA2,26,NVATK2A,27.0,ANCTK2A,12901.0,60.0
VTAXBN-NA2,27,ANCTK2A,28.0,CANTK2A,13525.0,60.0
VTAXBN-NA2,28,CANTK2A,29.0,HCRTK2A,14030.0,60.0
VTAXBN-NA2,29,HCRTK2A,30.0,VINTK2A,14326.0,60.0
VTAXBN-NA2,30,VINTK2A,31.0,SANVI2A,15236.0,60.0
VTAXBN-NA2,31,SANVI2A,32.0,ABUTK2A,15621.0,60.0
VTAXBN-NA2,32,ABUTK2A,33.0,UNITK2A,15975.0,60.0
VTAXBN-NA2,33,UNITK2A,34.0,GRATK2A,16366.0,60.0
VTAXBN-NA2,34,GRATK2A,35.0,PEDTK2A,16849.0,60.0
VTAXBN-NA2,35,PEDTK2A,36.0,LONTK2A,17321.0,60.0
VTAXBN-NA2,36,LONTK2A,37.0,LLCTK4A,17727.0,60.0
VTAXBN-NA2,37,LLCTK4A,38.0,ECRTK2A,17897.0,60.0
VTAXBN-NA2,38,ECRTK2A,39.0,DONBN2A,18137.0,60.0
VTAXCH-NA2,1,TABLA3A,2.0,IBVTK2A,235.0,60.0
VTAXCH-NA2,2,IBVTK2A,3.0,OJOAG2A,530.0,60.0
VTAXCH-NA2,3,OJOAG2A,4.0,PMACN4A,916.0,60.0
VTAXCH-NA2,4,PMACN4A,5.0,ETITK3A,1315.0,40.0
VTAXCH-NA2,5,ETITK3A,6.0,CSITK2A,1523.0,60.0
VTAXCH-NA2,6,CSITK2A,7.0,MILTK2A,2501.0,60.0
VTAXCH-NA2,7,MILTK2A,8.0,CHITK2A,3185.0,60.0
VTAXCH-NA2,8,CHITK2A,9.0,CELTK2A,3463.0,60.0
VTAXCH-NA2,9,CELTK2A,10.0,ZAITK2A,3776.0,60.0
VTAXCH-NA2,10,ZAITK2A,11.0,ULATK2A,4016.0,60.0
VTAXCH-NA2,11,ULATK2A,12.0,ROCTK2A,4444.0,60.0
VTAXCH-NA2,12,ROCTK2A,13.0,PALTK2A,4712.0,60.0
VTAXCH-NA2,13,PALTK2A,14.0,LAJTK2A,5175.0,60.0
VTAXCH-NA2,14,LAJTK2A,15.0,GONTK2A,5939.0,60.0
VTAXCH-NA2,15,GONTK2A,16.0,EBETK2A,6477.0,60.0
VTAXCH-NA2,16,EBETK2A,17.0,FLOTK2A,7070.0,60.0
VTAXCH-NA2,17,FLOTK2A,18.0,CABTK2A,7681.0,60.0
VTAXCH-NA2,18,CABTK2A,19.0,CIUCB2A,8474.0,60.0
VTAXCH-NA2,19,CIUCB2A,20.0,VCUTK2A,9060.0,60.0
VTAXCH-NA2,20,VCUTK2A,21.0,ROQTK2A,9387.0,60.0
VTAXCH-NA2,21,ROQTK2A,22.0,ADITK2A,9924.0,60.0
VTAXCH-NA2,22,ADITK2A,23.0,VGRTK2A,10826.0,60.0
VTAXCH-NA2,23,VGRTK2A,24.0,BALTK2A,11348.0,60.0
VTAXCH-NA2,24,BALTK2A,25.0,PANTK2A,11891.0,60.0
VTAXCH-NA2,25,PANTK2A,26.0,NVATK2A,12385.0,60.0
VTAXCH-NA2,26,NVATK2A,27.0,ANCTK2A,12901.0,60.0
VTAXCH-NA2,27,ANCTK2A,28.0,CANTK2A,13525.0,60.0
VTAXCH-NA2,28,CANTK2A,29.0,HCRTK2A,14030.0,60.0
VTAXCH-NA2,29,HCRTK2A,30.0,VINTK2A,14326.0,60.0
VTAXCH-NA2,30,VINTK2A,31.0,SANVI2A,15236.0,60.0
VTAXCH-NA2,31,SANVI2A,32.0,ABUTK2A,15621.0,60.0
VTAXCH-NA2,32,ABUTK2A,33.0,UNITK2A,15975.0,60.0
VTAXCH-NA2,33,UNITK2A,34.0,GRATK2A,16366.0,60.0
VTAXCH-NA2,34,GRATK2A,35.0,PEDTK2A,16849.0,60.0
VTAXCH-NA2,35,PEDTK2A,36.0,LONTK2A,17321.0,60.0
VTAXCH-NA2,36,LONTK2A,37.0,LLCTK4A,17727.0,60.0
VTAXCH-NA2,37,LLCTK4A,38.0,ECRTK2A,17897.0,60.0
VTAXCH-NA2,38,ECRTK2A,39.0,DONBN2A,18137.0,60.0
VTAXCH-NA2,39,DONBN2A,40.0,CARTK2A,18704.0,60.0
VTAXCH-NA2,40,CARTK2A,41.0,TROTK2A,19548.0,60.0
VTAXCH-NA2,41,TROTK2A,42.0,CHCTK2A,20565.0,60.0
VTAXCH-NA2,42,CHCTK2A,43.0,VEGTK2A,21520.0,60.0
VTAXCH-NA2,43,VEGTK2A,44.0,EROTK2A,21728.0,60.0
VTAXCH-NA2,44,EROTK2A,45.0,BEATK2A,21951.0,60.0
VTAXCH-NA2,45,BEATK2A,46.0,ABETK2A,22272.0,60.0
VTAXCH-NA2,46,ABETK2A,47.0,VLITK2A,23200.0,60.0
VTAXCH-NA2,47,VLITK2A,48.0,LPATK2A,23585.0,60.0
VTAXCH-NA2,48,LPATK2A,49.0,ICHTK4A,24221.0,60.0
VTAXCH-NA2,49,ICHTK4A,50.0,CHBTK2A,24283.0,60.0
VTAXCH-NA2,50,CHBTK2A,51.0,BPJTK2A,24661.0,60.0
VTAXCH-NA2,51,BPJTK2A,52.0,POTTK2A,25233.0,60.0
VTAXCH-NA2,52,POTTK2A,53.0,VUNTK2A,25431.0,60.0
VTAXCH-NA2,53,VUNTK2A,54.0,MADTK2A,25662.0,60.0
VTAXCH-NA2,54,MADTK2A,55.0,ALATK2A,25989.0,60.0
VTAXCH-NA2,55,ALATK2A,56.0,CHAGR2A,26295.0,60.0
VTAXCH-NA2,56,CHAGR2A,57.0,CHAGR1A,31042.0,60.0
VTAXEA-NA2,1,TABLA3A,2.0,IBVTK2A,235.0,60.0
VTAXEA-NA2,2,IBVTK2A,3.0,OJOAG2A,530.0,60.0
VTAXEA-NA2,3,OJOAG2A,4.0,PMACN4A,916.0,60.0
VTAXEA-NA2,4,PMACN4A,5.0,ETITK3A,1315.0,40.0
VTAXEA-NA2,5,ETITK3A,6.0,CSITK2A,1523.0,60.0
VTAXEA-NA2,6,CSITK2A,7.0,MILTK2A,2501.0,60.0
VTAXEA-NA2,7,MILTK2A,8.0,CHITK2A,3185.0,60.0
VTAXEA-NA2,8,CHITK2A,9.0,CELTK2A,3463.0,60.0
VTAXEA-NA2,9,CELTK2A,10.0,ZAITK2A,3776.0,60.0
VTAXEA-NA2,10,ZAITK2A,11.0,ULATK2A,4016.0,60.0
VTAXEA-NA2,11,ULATK2A,12.0,ROCTK2A,4444.0,60.0
VTAXEA-NA2,12,ROCTK2A,13.0,PALTK2A,4712.0,60.0
VTAXEA-NA2,13,PALTK2A,14.0,LAJTK2A,5175.0,60.0
VTAXEA-NA2,14,LAJTK2A,15.0,GONTK2A,5939.0,60.0
VTAXEA-NA2,15,GONTK2A,16.0,EBETK2A,6477.0,60.0
VTAXEA-NA2,16,EBETK2A,17.0,FLOTK2A,7070.0,60.0
VTAXEA-NA2,17,FLOTK2A,18.0,CABTK2A,7681.0,60.0
VTAXEA-NA2,18,CABTK2A,19.0,MECCB2A,8409.0,60.0
VTAXEA-NA2,19,MECCB2A,20.0,JUDCB2A,8740.0,40.0
VTAXEA-NA2,20,JUDCB2A,21.0,MELCB2A,9181.0,40.0
VTAXEA-NA2,21,MELCB2A,22.0,C4BCB2A,9703.0,30.0
VTAXEA-NA2,22,C4BCB2A,23.0,C7BCB2A,10040.0,40.0
VTAXEA-NA2,23,C7BCB2A,24.0,TERCB2A,10387.0,40.0
VTAXEA-NA2,24,TERCB2A,25.0,BOLIV2A,10854.0,40.0
VTAXEA-NA2,25,BOLIV2A,26.0,NATCB3A,11100.0,40.0
VTAXEA-NA2,26,NATCB3A,27.0,AVFCB2A,11414.0,40.0
VTAXEA-NA2,27,AVFCB2A,28.0,BOLCB2A,11660.0,40.0
VTAXEA-NA2,28,BOLCB2A,29.0,AMANE1A,12004.0,40.0
VTECNPC-P1,1,ESTATCA,2.0,CC5TC1A,241.0,40.0
VTECNPC-P1,2,CC5TC1A,3.0,MIRTC1A,612.0,40.0
VTECNPC-P1,3,MIRTC1A,4.0,TTOTC1A,903.0,40.0
VTECNPC-P1,4,TTOTC1A,5.0,TINCN1A,6339.0,80.0
VTECNPC-P1,5,TINCN1A,6.0,CIBAN1A,19003.0,60.0
VTECNPC-P1,6,CIBAN1A,7.0,ENADA1A,19565.0,60.0
VTECNPC-P1,7,ENADA1A,8.0,HOOAD1A,20619.0,40.0
VTECNPC-P1,8,HOOAD1A,9.0,FIGAD1A,21824.0,40.0
VTECNPC-P1,9,FIGAD1A,10.0,FIGAD2A,23022.0,40.0
VTECNPC-P1,10,FIGAD2A,11.0,HOOAD2A,23605.0,40.0
VTECNPC-P1,11,HOOAD2A,12.0,PACHO  ,26033.0,40.0
VTECNPH-P1,1,ESTATCA,2.0,CC5TC1A,241.0,40.0
VTECNPH-P1,2,CC5TC1A,3.0,MIRTC1A,612.0,40.0
VTECNPH-P1,3,MIRTC1A,4.0,TTOTC1A,903.0,40.0
VTECNPH-P1,4,TTOTC1A,5.0,TINCN1A,6339.0,80.0
VTECNPH-P1,5,TINCN1A,6.0,PACUR  ,16401.0,40.0
VTENPC-NA1,1,ESTATCA,2.0,CC5TC1A,241.0,40.0
VTENPC-NA1,2,CC5TC1A,3.0,MIRTC1A,612.0,40.0
VTENPC-NA1,3,MIRTC1A,4.0,TTOTC1A,903.0,40.0
VTENPC-NA1,4,TTOTC1A,5.0,TINCN1A,6339.0,80.0
VTENPC-NA1,5,TINCN1A,6.0,ASCBL3A,18089.0,60.0
VTENPC-NA1,6,ASCBL3A,7.0,TBABL3A,18756.0,60.0
VTENPC-NA1,7,TBABL3A,8.0,CIBAN1A,18958.0,60.0
VTENPC-NA1,8,CIBAN1A,9.0,YMCBL3A,19343.0,40.0
VTENPC-NA1,9,YMCBL3A,10.0,GAVBL3A,19670.0,30.0
VTENPC-NA1,10,GAVBL3A,11.0,AMELI3A,20409.0,40.0
VTENPC-NA1,11,AMELI3A,12.0,PACHO  ,20986.0,40.0
VTENPH-NA1,1,ESTATCA,2.0,CC5TC1A,241.0,40.0
VTENPH-NA1,2,CC5TC1A,3.0,MIRTC1A,612.0,40.0
VTENPH-NA1,3,MIRTC1A,4.0,TTOTC1A,903.0,40.0
VTENPH-NA1,4,TTOTC1A,5.0,TINCN1A,6339.0,80.0
VTENPH-NA1,5,TINCN1A,6.0,PACUR  ,16401.0,40.0
VTEPPB-NA2,1,ESTATCA,2.0,ESTASLA,864.0,40.0
VTEPPB-NA2,2,ESTASLA,3.0,STMSL1A,1220.0,40.0
VTEPPB-NA2,3,STMSL1A,4.0,GUASL1A,1616.0,40.0
VTEPPB-NA2,4,GUASL1A,5.0,C10SL1A,1726.0,40.0
VTEPPB-NA2,5,C10SL1A,6.0,ET4SL1A,1922.0,30.0
VTEPPB-NA2,6,ET4SL1A,7.0,ESCSL1A,2197.0,30.0
VTEPPB-NA2,7,ESCSL1A,8.0,CSTSL1A,2543.0,30.0
VTEPPB-NA2,8,CSTSL1A,9.0,ENTVA2A,2761.0,40.0
VTEPPB-NA2,9,ENTVA2A,10.0,CAAVA3A,3182.0,30.0
VTEPPB-NA2,10,CAAVA3A,11.0,ESAVA2A,3365.0,40.0
VTEPPB-NA2,11,ESAVA2A,12.0,VALLE2A,3798.0,30.0
VTEPPB-NA2,12,VALLE2A,13.0,ULATK2A,5491.0,60.0
VTEPPB-NA2,13,ULATK2A,14.0,ROCTK2A,5919.0,60.0
VTEPPB-NA2,14,ROCTK2A,15.0,PALTK2A,6187.0,60.0
VTEPPB-NA2,15,PALTK2A,16.0,LAJTK2A,6650.0,60.0
VTEPPB-NA2,16,LAJTK2A,17.0,GONTK2A,7414.0,60.0
VTEPPB-NA2,17,GONTK2A,18.0,EBETK2A,7952.0,60.0
VTEPPB-NA2,18,EBETK2A,19.0,FLOTK2A,8545.0,60.0
VTEPPB-NA2,19,FLOTK2A,20.0,CABTK2A,9156.0,60.0
VTEPPB-NA2,20,CABTK2A,21.0,PACAB  ,9549.0,40.0
VTEPPO-NA2,1,ESTATCA,2.0,ESTASLA,864.0,40.0
